player_id,team_id,match_position,first,last,known,shirt_number,status,captain,mins_played,successful_final_third_passes
56624,191,Midfielder,Daniel,Wass,,18,Start,0,90,19
181284,191,Striker,Gonçalo Manuel,Ganchinho Guedes,Gonçalo Guedes,7,Start,0,90,17
437460,191,Midfielder,Hugo,Guillamón,,6,Start,0,78,13
96767,191,Defender,Dimitri,Foulquier,,20,Start,0,90,11
439716,191,Midfielder,Hugo,Duro,,19,Start,0,90,11
244847,191,Midfielder,Yunus,Musah,,4,Start,0,85,10
221306,191,Defender,Antonio,Latorre,Toni Lato,3,Start,0,90,10
421294,191,Striker,Marcos André,de Sousa Mendonça,Marcos André,22,Start,0,85,5
201895,191,Defender,Omar,Alderete,,15,Start,0,60,4
228611,191,Substitute,Uros,Racic,,8,Sub,0,12,4
165808,191,Substitute,Hélder Wander,Sousa de Azevedo e Costa,Hélder Costa,11,Sub,0,5,2
221511,191,Substitute,Manuel Javier,Vallejo Galván,Manu Vallejo,21,Sub,0,5,2
158074,191,Defender,Gabriel Armando,de Abreu,Gabriel Paulista,5,Start,1,90,1
208135,191,Substitute,Mouctar,Diakhaby,,12,Sub,0,30,1
500040,191,Substitute,Cristhian,Mosquera,,37,Sub,0,0,0
449027,191,Substitute,Giorgi,Mamardashvili,,28,Sub,0,0,0
72162,191,Goalkeeper,Jasper,Cillessen,,13,Start,0,90,0
116732,191,Substitute,Jaume,Doménech,,1,Sub,0,0,0
485339,191,Substitute,Koba,Koindredi,,27,Sub,0,0,0
163784,191,Substitute,David,Remeseiro Salgueiro,Jason,23,Sub,0,0,0
466044,191,Substitute,Jesús,Vázquez,,32,Sub,0,0,0
