player_id,team_id,match_position,first,last,known,shirt_number,status,captain,mins_played,successful_final_third_passes
437460,191,Midfielder,Hugo,Guillamón,,6,Start,0,90,9
224860,191,Midfielder,Carlos,Soler,,10,Start,0,87,9
215206,191,Striker,Maximiliano,Gómez,,9,Start,0,90,9
222629,191,Defender,Thierry,Rendall Correia,Thierry Correia,2,Start,0,90,6
56624,191,Midfielder,Daniel,Wass,,18,Start,0,90,6
181284,191,Striker,Gonçalo Manuel,Ganchinho Guedes,Gonçalo Guedes,7,Start,0,87,6
88489,191,Midfielder,Denis,Cheryshev,,17,Start,0,45,5
96767,191,Substitute,Dimitri,Foulquier,,20,Sub,0,45,3
132105,191,Defender,José,Gayà,,14,Start,1,45,3
201895,191,Defender,Omar,Alderete,,15,Start,0,83,2
439716,191,Substitute,Hugo,Duro,,19,Sub,0,45,2
158074,191,Defender,Gabriel Armando,de Abreu,Gabriel Paulista,5,Start,0,90,1
449027,191,Goalkeeper,Giorgi,Mamardashvili,,28,Start,0,90,0
485339,191,Substitute,Koba,Koindredi,,27,Sub,0,0,0
228611,191,Substitute,Uros,Racic,,8,Sub,0,0,0
221306,191,Substitute,Antonio,Latorre,Toni Lato,3,Sub,0,0,0
244847,191,Substitute,Yunus,Musah,,4,Sub,0,3,0
163784,191,Substitute,David,Remeseiro Salgueiro,Jason,23,Sub,0,0,0
72162,191,Substitute,Jasper,Cillessen,,13,Sub,0,0,0
208135,191,Substitute,Mouctar,Diakhaby,,12,Sub,0,7,0
165808,191,Substitute,Hélder Wander,Sousa de Azevedo e Costa,Hélder Costa,11,Sub,0,0,0
421294,191,Substitute,Marcos André,de Sousa Mendonça,Marcos André,22,Sub,0,3,0
221511,191,Substitute,Manuel Javier,Vallejo Galván,Manu Vallejo,21,Sub,0,0,0
